provider_import_notes,provider__operating_name,provider__legal_name,provider__ukprn,provider__urn,provider__code,provider__accreditation_status,accreditation__number,accreditation__start_date,accreditation__end_date,provider__provider_type,address__address_line_1,address__address_line_2,address__address_line_3,address__town_or_city,address__county,address__postcode,address__latitude,address__longitude,address__note,provider__academic_years_active,provider__academic_year_code,address__uprn,address__latitude_2,address__longitude_2,row_type,address__found,model_fields,os_fields,provider__provider_details_for_name,provider__provider_trading_names,original_accreditation__start_date
match:market_reg:amended:accreditation_status ,Fareham and Gosport Primary SCITT,Harrison Primary School,10048033,,25M,accredited,,2024-08-01T00:00:00Z,,scitt,Harrison Road,,,Fareham,,PO16 7EQ,50.8572125,-1.1799325,,"2026,2025,2024,2023,2022,2021,2020,2019",2026,100062642842,50.8572125,-1.1799325,updated,true,provider__legal_name,organisation_name,HARRISON PRIMARY SCHOOL,Fareham and Gosport Primary SCITT,
