provider_import_notes,provider__operating_name,provider__legal_name,provider__ukprn,provider__urn,provider__code,provider__accreditation_status,accreditation__number,accreditation__start_date,accreditation__end_date,provider__provider_type,address__address_line_1,address__address_line_2,address__address_line_3,address__town_or_city,address__county,address__postcode,address__latitude,address__longitude,address__note,provider__academic_years_active,provider__academic_year_code,address__uprn,address__latitude_2,address__longitude_2,row_type,address__found,model_fields,os_fields,provider__provider_details_for_name,provider__provider_trading_names
unaacredited,ARK Teacher Training,,,,1ZU,unaccredited,,,,scitt,"67, Kingsway",,,London,,WC2B 6TD,51.5153584,-0.1193644,missing address__town_or_city,"2020,2019",2020,5060936,51.5153584,-0.1193644,updated,true,,,,
unaacredited,Abbey Infants' School,,10034923,136988,153,unaccredited,,,,school,Federation of Abbey Schools,Cleveland Terrace,,Darlington,Co. Durham,DL3 8JA,54.5218773,-1.5759175,,"2023,2022,2021,2020,2019",2023,,54.5218773,-1.5759175,original,,,,ABBEY INFANTS' SCHOOL,
unaacredited,Abbey Primary Community School,,,,2HO,unaccredited,,,,school,Abbey Primary Community School,109 Ross Walk,,Leicester,Leicestershire,LE4 5HH,52.6525522,-1.1244242,,"2021,2020,2019",2021,,52.6525522,-1.1244242,original,,,,,
unaacredited,Abraham Darby Academy,,,,159,unaccredited,,,,school,Ironbridge Road,Madeley,,Telford,,TF7 5HX,52.6334559,-2.4676684,missing address__town_or_city,"2021,2020,2019",2021,452070952,52.6334559,-2.4676684,updated,true,provider__operating_name,organisation_name,,
unaacredited,Abraham Moss High School,,,,1V2,unaccredited,,,,school,Crescent Road,,,Manchester,,M8 5UF,53.5115944,-2.2360726,missing address__town_or_city,"2021,2020,2019",2021,77237949,53.5115944,-2.2360726,updated,true,provider__operating_name,organisation_name,,
unaacredited,Academies Enterprise Trust: North East,,,,2CL,unaccredited,,,,school,Academies Enterprise Trust,"3rd Floor, 183 Eversholt Street",,London,London,NW1 1BU,51.5319175,-0.1359488,,"2021,2020,2019",2021,,51.5319175,-0.1359488,original,,,,,
unaacredited,Academy Transformation Trust,,,,1OE,unaccredited,,,,school,1 Victoria Square,,,Bimingham,,B1 1BD,52.4898442,-1.9117758,,"2021,2020,2019",2021,,52.4898442,-1.9117758,original,,,,,
unaacredited,Aireborough Learning Partnership (Queensway Primary School),,,,29K,unaccredited,,,,school,Coppice Wood Ave,Yeadon,,Leeds,,LS19 7LF,53.872845,-1.6927024,,"2021,2020,2019",2021,,53.872845,-1.6927024,original,,,,,
unaacredited,Alban Federation,,,,A46,unaccredited,,,,school,The Ridgeway,,,St. Albans,,AL4 9NX,51.7703158,-0.3067366,,"2020,2019",2020,200003634749,51.7703158,-0.3067366,updated,true,,,,
unaacredited,Alderman White School and Language College,,,,22E,unaccredited,,,,school,Chilwell Lane,Bramcote,,Nottingham,,NG9 3DU,52.9277673,-1.2404443,,"2021,2020,2019",2021,100032133108,52.9277673,-1.2404443,updated,true,address__address_line_1,address_line_1,,
unaacredited,All Hallows Catholic College,,10040002,139139,1LT,unaccredited,,,,school,Brooklands Avenue,,,Macclesfield,,SK11 8LB,53.2559602,-2.1428604,missing address__town_or_city,"2021,2020,2019",2021,100012774116,53.2559602,-2.1428604,updated,true,provider__operating_name,organisation_name,ALL HALLOWS CATHOLIC COLLEGE,
unaacredited,All Hallows Catholic School,,10000215,125315,1DQ,unaccredited,,,,school,Weybourne Road,,,Farnham,,GU9 9HF,51.2346105,-0.7744727,,"2021,2020,2019",2021,200001283336,51.2346105,-0.7744727,updated,true,,,ALL HALLOWS CATHOLIC SCHOOL,
unaacredited,All Saints Church of England Aided Junior School,,10078529,116358,17S,unaccredited,,,,school,Leawood Road,,,Fleet,,GU51 5AJ,51.2752339,-0.8559308,,"2021,2020,2019",2021,100062325377,51.2752339,-0.8559308,updated,true,,,ALL SAINTS CHURCH OF ENGLAND AIDED JUNIOR SCHOOL,
unaacredited,Alperton Community School,,10038632,138610,1KR,unaccredited,,,,school,Stanley Avenue,,,Wembley,,HA0 4JE,51.5434804,-0.2926648,,"2021,2020,2019",2021,202025862,51.5434804,-0.2926648,updated,true,,,ALPERTON COMMUNITY SCHOOL,
unaacredited,Altius Teacher Training,,10054410,,24R,unaccredited,,,,scitt,Woods Lane,Cheadle Hulme,,Cheadle,,SK8 7JY,53.3662392,-2.1876591,,"2023,2022,2021,2020,2019",2023,100012847881,53.3662392,-2.1876591,updated,true,,,THE LAURUS TRUST,The Laurus Trust (Academy Trust)
unaacredited,Altrincham Grammar School For Girls,,10035168,137289,1JT,unaccredited,,,,school,Cavendish Road,Bowdon,,Altrincham,,WA14 2NL,53.3818574,-2.3596009,missing address__town_or_city,"2022,2021,2020,2019",2022,100012798163,53.3818574,-2.3596009,updated,true,,,ALTRINCHAM GRAMMAR SCHOOL FOR GIRLS,
unaacredited,Anglesey Primary Academy,,,,15W,unaccredited,,,,school,AET School Direct - South West,Academies Enterprise Trust,,,,,52.7988113,-1.6439775,"missing address__town_or_city,missing address__postcode","2021,2020,2019",2021,,52.7988113,-1.6439775,original,,,,,
unaacredited,Anglia Ruskin University,,10000291,133803,A60,unaccredited,,,,hei,Bishop Hall Lane,,,Chelmsford,,CM1 1SQ,51.7414848,0.4742087,,"2021,2020,2019",2021,200004619334,51.7414848,0.4742087,updated,true,,,ANGLIA RUSKIN UNIVERSITY,
unaacredited,Anglo European School,,10035817,137727,1SM,unaccredited,,,,school,Willow Green,,,Ingatestone,,CM4 0DJ,51.6735613,0.385527,missing address__town_or_city,"2021,2020,2019",2021,100091447374,51.6735613,0.385527,updated,true,,,ANGLO EUROPEAN SCHOOL,
unaacredited,Anton Andover Alliance,,,,2AU,unaccredited,,,,scitt,Anton Junior School,Barlows Lane,,Andover,Hampshire,SP10 2HA,51.2002253,-1.4841683,,"2020,2019",2020,,51.2002253,-1.4841683,original,,,,,
unaacredited,Anton Junior School,,10052469,115854,21S,unaccredited,,,,school,Barlows Lane,,,Andover,,SP10 2HA,51.2002253,-1.4841683,,"2021,2020,2019",2021,100062539489,51.2002253,-1.4841683,updated,true,address__address_line_1,address_line_1,ANTON JUNIOR SCHOOL,
unaacredited,Arbor Academy Trust,,10057692,143384,2EE,unaccredited,,,,school,Davies Lane,Leytonstone,,London,,E11 3DR,51.5638336,0.0135604,,"2024,2023,2022,2021,2020,2019",2024,,51.5638336,0.0135604,original,,,,DAVIES LANE PRIMARY SCHOOL,
unaacredited,Archbishop Tenison's CofE High School,,10000344,101811,1G9,unaccredited,,,,school,Archbishop Tenison's,Selborne Road,,,Croydon,CR0 5JQ,51.369222,-0.0820787,missing address__town_or_city,"2021,2020,2019",2021,,51.369222,-0.0820787,original,,,,ARCHBISHOP TENISON'S COFE HIGH SCHOOL,
unaacredited,Archbishop Tenison's School,,,,1K6,unaccredited,,,,school,Lambeth Teaching Schools' Alliance,,,,,,51.4828622,-0.1158144,"missing address__town_or_city,missing address__postcode","2021,2020,2019",2021,,51.4828622,-0.1158144,original,,,,,
unaacredited,Ark Boulton Teacher Training,,,,2GB,unaccredited,,,,school,Golden Hillock Road,Sparkbrook,,Birmingham,,B11 2QG,52.4575066,-1.8610818,,"2021,2020,2019",2021,100071421174,52.4575066,-1.8610818,updated,true,address__address_line_1,address_line_1,,
unaacredited,Arthur Mellows Village College,,10031362,136266,1JN,unaccredited,,,,school,Helpston Road,Glinton,,Peterborough,,PE6 7JX,52.6375925,-0.3027617,,"2021,2020,2019",2021,100091534869,52.6375925,-0.3027617,updated,true,,,ARTHUR MELLOWS VILLAGE COLLEGE,
unaacredited,Ash Green Community Primary School,,10075633,107534,1DM,unaccredited,,,,school,Mixenden Road,,,Halifax,,HX2 8QD,53.7492808,-1.9071914,missing address__town_or_city,"2021,2020,2019",2021,10033879744,53.7492808,-1.9071914,updated,true,address__address_line_1,address_line_1,ASH GREEN COMMUNITY PRIMARY SCHOOL,
unaacredited,Ashcroft Technology Academy,,10021078,135316,1P9,unaccredited,,,,school,"100, West Hill",,,London,,SW15 2UT,51.4562687,-0.2076751,,"2021,2020,2019",2021,121004229,51.4562687,-0.2076751,updated,true,,,ASHCROFT TECHNOLOGY ACADEMY,
unaacredited,Ashford Oaks Community Primary School,,10071720,135125,1VR,unaccredited,,,,school,Oak Tree Road,,,Ashford,,TN23 4QR,51.1413432,0.8562743,missing address__town_or_city,"2021,2020,2019",2021,100062559273,51.1413432,0.8562743,updated,true,address__address_line_1,address_line_1,ASHFORD OAKS COMMUNITY PRIMARY SCHOOL,
unaacredited,Ashley CofE Aided Primary School,,,,22M,unaccredited,,,,school,Ashley Road,,,Walton On Thames,,KT12 1HX,51.3836066,-0.4179312,,"2021,2020,2019",2021,100062358267,51.3836066,-0.4179312,updated,true,address__address_line_1,address_line_1,,
unaacredited,Ashmead Combined School,,10069370,110356,289,unaccredited,,,,school,Ashmead School,Cole Road,,Aylesbury,Buckinghamshire,HP21 8SU,51.8018932,-0.8202985,,"2024,2023,2022,2021,2020,2019",2024,,51.8018932,-0.8202985,original,,,,ASHMEAD COMBINED SCHOOL,
unaacredited,Ashton-on-Mersey School,,10037238,138123,164,unaccredited,,,,school,Cecil Avenue,,,Sale,,M33 5BP,53.4191179,-2.3398147,missing address__town_or_city,"2021,2020,2019",2021,10070446089,53.4191179,-2.3398147,updated,true,,,ASHTON-ON-MERSEY SCHOOL,
unaacredited,Aspire Community Trust,,10077457,116109,2X3,unaccredited,,,,school,Mayfield Road,,,Southampton,,SO17 3SZ,50.9365709,-1.389467,,"2023,2022,2021",2023,100062513682,50.9365709,-1.389467,updated,true,address__address_line_1,organisation_name,SWAYTHLING PRIMARY SCHOOL,
unaacredited,Aston Manor Academy,,10034151,136882,1F2,unaccredited,,,,school,Phillips Street,,,Birmingham,,B6 4PZ,52.4958679,-1.8897936,,"2024,2023,2022,2021,2020,2019",2024,100071470179,52.4958679,-1.8897936,updated,true,provider__operating_name,organisation_name,ASTON MANOR ACADEMY,
unaacredited,Astor College (A Specialist College for the Arts),,,,13X,unaccredited,,,,school,Astor Avenue,,,Dover,,CT17 0AS,51.127013,1.2898443,missing address__town_or_city,"2021,2020,2019",2021,100062289632,51.127013,1.2898443,updated,true,,,,
unaacredited,BEC Teacher Training,,10058882,,B28,unaccredited,,,,scitt,c/o The Bromfords School,Grange Avenue,,Wickford,Essex,SS12 0LZ,51.6047131,0.5086671,,"2026,2025,2024,2023,2022,2021,2020,2019",2026,,51.6047131,0.5086671,original,,,,COMPASS EDUCATION TRUST LTD,Compass Education Trust Ltd (Academy Trust)
unaacredited,BLT SCITT,,,,25L,unaccredited,,,,school,Brook Street,,,Tonbridge,,TN9 2PH,51.1880529,0.260587,,"2021,2020,2019",2021,200000962881,51.1880529,0.260587,updated,true,,,,
unaacredited,Balksbury Infant School,,10075345,116063,15B,unaccredited,,,,school,Balksbury Infant School,Floral Way,,Andover,Hants,SP10 3QP,51.2039035,-1.5022307,,"2021,2020,2019",2021,,51.2039035,-1.5022307,original,,,,BALKSBURY INFANT SCHOOL,
unaacredited,Bankside Primary School,,10078387,107901,15L,unaccredited,,,,school,Shepherds Lane,,,Leeds,,LS8 5AW,53.8148688,-1.5219816,missing address__town_or_city,"2021,2020,2019",2021,72701541,53.8148688,-1.5219816,updated,true,provider__operating_name,organisation_name,BANKSIDE PRIMARY SCHOOL,
unaacredited,Baylis Court School,,10034586,137259,1T4,unaccredited,,,,school,Gloucester Avenue,,,Slough,,SL1 3AH,51.5248436,-0.6095275,missing address__town_or_city,"2021,2020,2019",2021,200000848815,51.5248436,-0.6095275,updated,true,,,BAYLIS COURT SCHOOL,
unaacredited,Beacon Community College,,,,13M,unaccredited,,,,school,North Beeches Road,,,Crowborough,,TN6 2AS,51.0552305,0.1725617,missing address__town_or_city,"2021,2020,2019",2021,100062591538,51.0552305,0.1725617,updated,true,,,,
unaacredited,Beatrix Potter Primary School,,10046788,100997,199,unaccredited,,,,school,Magdalen Road,,,London,,SW18 3ER,51.4439835,-0.1822936,,"2021,2020,2019",2021,100022668177,51.4439835,-0.1822936,updated,true,,,BEATRIX POTTER PRIMARY SCHOOL,Wandsworth Primary Schools' Consortium
unaacredited,Bedlington West End First School,,,,1BA,unaccredited,,,,school,Ridge Terrace,,,Bedlington,,NE22 6EB,55.1320891,-1.6021572,missing address__town_or_city,"2021,2020,2019",2021,100110810674,55.1320891,-1.6021572,updated,true,address__address_line_1,address_line_1,,
unaacredited,Beech Hill Junior and Infant School,,,,13H,unaccredited,,,,school,Mount Pleasant Avenue,,,Halifax,,HX1 5TN,53.7269344,-1.8700016,missing address__town_or_city,"2021,2020,2019",2021,10006742170,53.7269344,-1.8700016,updated,true,address__address_line_1,address_line_1,,
unaacredited,Belle Vue Infant School,,,,2BM,unaccredited,,,,school,Belle Vue Road,,,Aldershot,Hampshire,GU12 4RZ,51.2484924,-0.7443375,,"2021,2020,2019",2021,,51.2484924,-0.7443375,original,,,,,
unaacredited,Bemrose School,,,,16Q,unaccredited,,,,school,Uttoxeter New Road,,,Derby,,DE22 3HU,52.9168797,-1.5015335,missing address__town_or_city,"2021,2020,2019",2021,100032258399,52.9168797,-1.5015335,updated,true,,,,
unaacredited,Bennett Memorial Diocesan School,,10033233,136603,1KU,unaccredited,,,,school,Culverden Down,,,Tunbridge Wells,,TN4 9SH,51.1429466,0.2483522,,"2024,2023,2022,2021,2020,2019",2024,100062585960,51.1429466,0.2483522,updated,true,,,BENNETT MEMORIAL DIOCESAN SCHOOL,
unaacredited,Bensham Manor School,,,,1RS,unaccredited,,,,school,Change Through Learning,Teaching School Alliance,,c/o St. James the Great,Thornton Heath,CR7 8HJ,51.4063173,-0.1056761,,"2021,2020,2019",2021,,51.4063173,-0.1056761,original,,,,,
unaacredited,Bethnal Green Academy,,,,1CJ,unaccredited,,,,school,Gosset Street,,,London,,E2 6NW,51.527743,-0.0705126,missing address__town_or_city,"2021,2020,2019",2021,6145604,51.527743,-0.0705126,updated,true,,,,
unaacredited,Bexton Primary School,,10083900,147133,17R,unaccredited,,,,school,Blackhill Lane,,,Knutsford,,WA16 9DB,53.2933412,-2.376378,missing address__town_or_city,"2021,2020,2019",2021,100012802922,53.2933412,-2.376378,updated,true,provider__operating_name,organisation_name,BEXTON PRIMARY SCHOOL,
unaacredited,Biddenham Upper School and Sports College,,,,2DR,unaccredited,,,,school,Biddenham Turn,,,,Bedford,MK40 4AZ,52.1369024,-0.4968279,missing address__town_or_city,"2021,2020,2019",2021,,52.1369024,-0.4968279,original,,,,,
unaacredited,Bilton School,,10066891,145575,1NS,unaccredited,,,,school,Lawford Lane,,,Rugby,,CV22 7JT,52.3630345,-1.2965326,,"2021,2020,2019",2021,100071399641,52.3630345,-1.2965326,updated,true,provider__operating_name,organisation_name,BILTON SCHOOL,
unaacredited,Binstead Primary School,,,,1FB,unaccredited,,,,school,The Bay CE Primary School,Winchester Park Road,,Sandown,Isle of Wight,PO36 9BA,50.657378,-1.1587376,,"2021,2020,2019",2021,,50.657378,-1.1587376,original,,,,,
unaacredited,Birches Head High School,,,,1JP,unaccredited,,,,school,TILT - Birches Head Academy,Birches Head Road,,Hanley,Stoke-on-Trent,ST2 8DD,53.0396575,-2.1519742,,"2021,2020,2019",2021,,53.0396575,-2.1519742,original,,,,,
unaacredited,Birmingham Nursery Schools Teaching School Alliance,,,,2D8,unaccredited,,,,school,Westhill Road,,,Birmingham,,B38 8SY,52.412448,-1.9352142,,"2021,2020,2019",2021,100071418098,52.412448,-1.9352142,updated,true,,,,
unaacredited,Birmingham Primary Training Partnership,,,,226,unaccredited,,,,school,Anglesey Street,,,Birmingham,,B19 1RA,52.4995158,-1.9103003,,"2021,2020,2019",2021,100071436537,52.4995158,-1.9103003,updated,true,address__address_line_1,address_line_1,,
unaacredited,Birmingham Primary Training Partnership SCITT,,,,24F,unaccredited,,,,school,Hartfield Crescent,,,Birmingham,,B27 7QG,52.4394688,-1.8337104,,"2021,2020,2019",2021,100071447245,52.4394688,-1.8337104,updated,true,,,,
unaacredited,Bishop Bronescombe CofE School,,10044297,140465,2LQ,unaccredited,,,,school,84 Boscoppa Road,St Austell,,Cornwall,,PL25 3DT,50.347518,-4.7600763,,"2021,2020,2019",2021,,50.347518,-4.7600763,original,,,,BISHOP BRONESCOMBE COFE SCHOOL,
unaacredited,Bishop Burton College,,10000721,,5B2,unaccredited,,,,hei,,,,,,,53.851421,-0.50636,"missing address__address_line_1,missing address__town_or_city,missing address__postcode",2022,2022,,53.851421,-0.50636,original,,,,BISHOP BURTON COLLEGE,
unaacredited,Bishop Ramsey CE School,,10059028,70370,1E5,unaccredited,,,,school,Warrender Way,,,Ruislip,,HA4 8EE,51.5792096,-0.4080951,,"2024,2023,2022,2021,2020,2019",2024,100023034250,51.5792096,-0.4080951,updated,true,,,ROUNDWOOD PARK SCHOOL ACADEMY TRUST,ROUNDWOOD PARK SCHOOL ACADEMY TRUST (Academy Trust)
unaacredited,Bishop Winnington-Ingram CE Primary,,,,1U3,unaccredited,,,,school,Bishop Winnington-Ingram Primary,Southcote Rise,,,Ruislip,HA4 7LW,51.5778061,-0.4345489,missing address__town_or_city,"2021,2020,2019",2021,,51.5778061,-0.4345489,original,,,,,
unaacredited,Bishop's Hatfield Girls' School,,10035970,137757,1RN,unaccredited,,,,school,Woods Avenue,,,Hatfield,,AL10 8NL,51.7587996,-0.226604,missing address__town_or_city,"2021,2020,2019",2021,100081151353,51.7587996,-0.226604,updated,true,,,BISHOP'S HATFIELD GIRLS' SCHOOL,
unaacredited,Bishop's Stortford SCITT,,10059068,,26T,unaccredited,,,,scitt,Cambridge Road,,,Sawbridgeworth,,CM21 9BY,51.8207909,0.1496041,,"2026,2025,2024,2023,2022,2021,2020,2019",2026,100081158550,51.8207909,0.1496041,updated,true,,,RIVERS MULTI ACADEMY TRUST,RIVERS MULTI ACADEMY TRUST (Academy Trust)
unaacredited,Black Pear Trust Alliance,,,,2KW,unaccredited,,,,school,Hollymount Road,,,Worcester,Worcestershire,WR4 9SG,52.2010953,-2.2002866,,"2020,2019",2020,,52.2010953,-2.2002866,original,,,,,
unaacredited,Blackburn The Redeemer CofE Primary,,10074157,133987,1GS,unaccredited,,,,school,Jack Walker Way,Fernhurst Farm,,,Blackburn,BB2 4JJ,53.7218694,-2.491806,missing address__town_or_city,"2021,2020,2019",2021,,53.7218694,-2.491806,original,,,,BLACKBURN THE REDEEMER COFE PRIMARY,
unaacredited,Blackburn with Darwen Alliance,,,,1G7,unaccredited,,,,school,Sudell Road,,,Darwen,,BB3 3HD,53.6940133,-2.4641314,,"2021,2020,2019",2021,200004507158,53.6940133,-2.4641314,updated,true,address__address_line_1,organisation_name,,
unaacredited,Blessed George Napier Catholic School and Sports College,,,,287,unaccredited,,,,school,Blessed George Napier School,Addison Road,,Banbury,Oxfordshire,OX16 9DG,52.0484774,-1.3404579,,"2021,2020,2019",2021,,52.0484774,-1.3404579,original,,,,,
unaacredited,Bolingbroke Excellence Alliance,,,,2AK,unaccredited,,,,school,Barnfield Avenue,,,Murdishaw,Runcorn,WA7 6EP,53.3195326,-2.6710708,,"2021,2020,2019",2021,,53.3195326,-2.6710708,original,,,,,
unaacredited,Bolton School Girls' Division,,10043886,105272,3N8,unaccredited,,,,school,Chorley New Road,,,Bolton,,BL1 4PB,53.5797063,-2.4564203,,2026,2026,,53.5797063,-2.4564203,original,,,,BOLTON SCHOOL GIRLS' DIVISION,
unaacredited,Bonneygrove Primary School,,10079529,117366,191,unaccredited,,,,school,Dark Lane,Cheshunt,,Waltham Cross,,EN7 5ED,51.7025605,-0.0561541,missing address__town_or_city,"2021,2020,2019",2021,148001200,51.7025605,-0.0561541,updated,true,provider__operating_name,organisation_name,BONNEYGROVE PRIMARY SCHOOL,
unaacredited,Boorley Park Primary School,,10083733,147066,2T5,unaccredited,,,,school,"Boorley Park Primary School, Nairn Road",,,Southampton,Hampshire,SO32 2SH,50.9290362,-1.2738531,,"2024,2023,2022,2021,2020",2024,,50.9290362,-1.2738531,original,,,,BOORLEY PARK PRIMARY SCHOOL,
unaacredited,Bordesley Green Girls' School TSA,,,,2JS,unaccredited,,,,school,Bordesley Green Girls' School,Bordesley Green Road,,Birmingham,West Midlands,B9 4TR,52.477858,-1.8569976,,"2021,2020,2019",2021,,52.477858,-1.8569976,original,,,,,
unaacredited,Boston College,,10000812,130761,5P4,unaccredited,,,,school,Skirbeck Road,,,Boston,,PE21 6JF,52.9734684,-0.0151668,,2026,2026,200004469073,52.9734684,-0.0151668,updated,true,,,BOSTON COLLEGE,
unaacredited,Boston West Primary School,,,,1DN,unaccredited,,,,school,Sussex Avenue,,,,Boston,PE21 7QG,52.9776102,-0.0518544,missing address__town_or_city,"2021,2020,2019",2021,,52.9776102,-0.0518544,original,,,,,
unaacredited,Bourne Westfield (for the Deepings SCITT),,,,2JX,unaccredited,,,,school,Westbourne Park,,,Bourne,,PE10 9QS,52.7677143,-0.3898443,,"2021,2020,2019",2021,100032254299,52.7677143,-0.3898443,updated,true,address__address_line_1,address_line_1,,
unaacredited,Bourne Westfield Primary Academy,,10058447,120402,23G,unaccredited,,,,school,The Deepings SCITT,The Deepings School,,Deeping St James,Lincs,PE6 8NF,52.6729823,-0.3016556,,"2024,2023,2022,2021,2020,2019",2024,,52.6729823,-0.3016556,original,,,,ANTHEM SCHOOLS TRUST,CFBT Schools Trust (Academy Trust)
unaacredited,Bourton Meadow Academy,,10036040,137939,16F,unaccredited,,,,school,Burleigh Piece,,,Buckingham,,MK18 7HX,51.9967516,-0.9716873,,"2021,2020,2019",2021,766294591,51.9967516,-0.9716873,updated,true,,,BOURTON MEADOW ACADEMY,
unaacredited,Bourton Meadow Initial Teacher Training Centre,,10055135,,1WR,unaccredited,,,,scitt,Burleigh Piece,,,Buckingham,,MK18 7HX,51.9964062,-0.9714098,,"2021,2020,2019",2021,766294591,51.9964062,-0.9714098,updated,true,,,CAMPFIRE EDUCATION TRUST,Campfire Education Trust
unaacredited,Bower Grove School,,10015127,119036,1NF,unaccredited,,,,school,Fant Lane,,,Maidstone,,ME16 8NL,51.2665013,0.4885146,missing address__town_or_city,"2021,2020,2019",2021,200003676068,51.2665013,0.4885146,updated,true,provider__operating_name,organisation_name,BOWER GROVE SCHOOL,
unaacredited,Boxgrove Primary School,,,,1AW,unaccredited,,,,school,Boxgrove Lane,Merrow,,,Guildford,GU1 2TD,51.2456219,-0.5458773,missing address__town_or_city,"2020,2019",2020,,51.2456219,-0.5458773,original,,,,,
unaacredited,Boxgrove Primary School,,,,2CT,unaccredited,,,,school,Boxgrove Road,,,London,,SE2 9JP,51.4930763,0.1168786,missing address__town_or_city,"2020,2019",2020,100023249698,51.4930763,0.1168786,updated,true,provider__operating_name,organisation_name,,
unaacredited,Bracknell Forest Secondary Schools Partnership,,,,1RB,unaccredited,,,,school,Bracknell Forest Partnership,Ranelagh School,,Ranelagh Drive,Berkshire,RG12 9DA,51.4115116,-0.7473093,,"2021,2020,2019",2021,,51.4115116,-0.7473093,original,,,,,
unaacredited,Bradfields School,,,,1UX,unaccredited,,,,school,Churchill Avenue,,,,Chatham,ME5 0LB,51.3534632,0.5243988,missing address__town_or_city,"2021,2020,2019",2021,,51.3534632,0.5243988,original,,,,,
unaacredited,Bradford South Partnership,,,,2FA,unaccredited,,,,school,Ryan Street,Manchester Road,,Bradford,West Yorkshire,BD5 7DQ,53.7768238,-1.7590047,,"2021,2020,2019",2021,,53.7768238,-1.7590047,original,,,,,
unaacredited,Bradgate Education Partnership (BEP) School Direct,,10038984,138818,18P,unaccredited,,,,school,Bradgate Education Partnership,"Merton Primary School, Cherry Avenue",,"Syston, Leicestershire",East Midlands,LE7 2PT,52.6910403,-1.0696689,,"2024,2023,2022,2021,2020,2019",2024,,52.6910403,-1.0696689,original,,,,THE MERTON PRIMARY SCHOOL,
unaacredited,Bradley Barton Primary School And Nursery Unit,,10070851,113241,1Q3,unaccredited,,,,school,Ogwell Mill Road,,,Newton Abbot,,TQ12 1PR,50.530432,-3.631024,missing address__town_or_city,"2021,2020,2019",2021,100041190893,50.530432,-3.631024,updated,true,address__address_line_1,address_line_1,BRADLEY BARTON PRIMARY SCHOOL AND NURSERY UNIT,
unaacredited,Bransgore Church of England Primary School,,,,2LO,unaccredited,,,,school,Ringwood Road,Bransgore,,Christchurch,Dorset,BH23 8JH,50.7773289,-1.7303104,,"2020,2019",2020,,50.7773289,-1.7303104,original,,,,,
unaacredited,Bransgore Church of England Primary School,,,,2LT,unaccredited,,,,school,Ringwood Road,Bransgore,,Christchurch,Dorset,BH23 8JH,50.7773289,-1.7303104,,"2020,2019",2020,,50.7773289,-1.7303104,original,,,,,
unaacredited,Breck Primary School,,,,1AH,unaccredited,,,,school,Blackpool Sixth Form College,Blackpool Old Road,,Blackpool,Lancashire,FY3 7LR,53.8388957,-3.0168176,,"2021,2020,2019",2021,,53.8388957,-3.0168176,original,,,,,
unaacredited,Brent Initial Teacher Training (BITT),,,,19H,unaccredited,,,,school,Spencer Road,,,Wembley,,HA0 3SF,51.5693703,-0.3124902,missing address__town_or_city,"2021,2020,2019",2021,202025829,51.5693703,-0.3124902,updated,true,address__address_line_1,address_line_1,,
unaacredited,Bridgnorth Endowed School,,10039829,139143,1D1,unaccredited,,,,school,Northgate,,,,Bridgnorth,WV16 4ER,52.5389784,-2.4208234,missing address__town_or_city,"2021,2020,2019",2021,,52.5389784,-2.4208234,original,,,,BRIDGNORTH ENDOWED SCHOOL,
unaacredited,Brighouse High School,,10033231,136604,18W,unaccredited,,,,school,Finkil Street,,,Brighouse,,HD6 2NY,53.713273,-1.7955936,missing address__town_or_city,"2021,2020,2019",2021,100051997020,53.713273,-1.7955936,updated,true,provider__operating_name,organisation_name,BRIGHOUSE HIGH SCHOOL,
unaacredited,Brindishe Green School,,10074638,100687,1B9,unaccredited,,,,school,Beacon Road,,,London,,SE13 6EH,51.4512219,-0.0044804,,"2022,2021,2020,2019",2022,100023235554,51.4512219,-0.0044804,updated,true,address__address_line_1,organisation_name,BRINDISHE GREEN SCHOOL,
unaacredited,Brindishe Green School,,,,2LG,unaccredited,,,,school,Beacon Road,,,London,,SE13 6EH,51.4512219,-0.0044804,missing address__town_or_city,"2020,2019",2020,100023235554,51.4512219,-0.0044804,updated,true,address__address_line_1,address_line_1,,
unaacredited,Brine Leas School,,10031374,136279,18U,unaccredited,,,,school,Audlem Road,,,Nantwich,,CW5 7DY,53.0569487,-2.5155461,missing address__town_or_city,"2024,2023,2022,2021,2020,2019",2024,100012602151,53.0569487,-2.5155461,updated,true,,,BRINE LEAS SCHOOL,
unaacredited,Broadfields Primary School,,10043449,140236,1AO,unaccredited,,,,school,Roseberry Drive,,,Edgware,,HA8 8JP,51.6297484,-0.2738855,,"2021,2020,2019",2021,200154397,51.6297484,-0.2738855,updated,true,,,SARACENS BROADFIELDS,
unaacredited,Broadfields Primary School,,10043449,140236,4B7,unaccredited,,,,school,Roseberry Drive,,,Edgware,,HA8 8JP,51.6296958,-0.2734008,,2024,2024,200154397,51.6296958,-0.2734008,updated,true,,,SARACENS BROADFIELDS,
unaacredited,Broadwater CofE First and Middle School,,,,15E,unaccredited,,,,school,Broadwater C of E First and Middle,School,,Rectory Gardens,Worthing,BN14 7TQ,50.8284972,-0.3777674,,"2021,2020,2019",2021,,50.8284972,-0.3777674,original,,,,,
unaacredited,Broadway Academy,,10042220,139841,2EA,unaccredited,,,,school,The Broadway,,,Birmingham,,B20 3DP,52.5128173,-1.895766,,"2023,2022,2021,2020,2019",2023,100071417367,52.5128173,-1.895766,updated,true,,,BROADWAY ACADEMY,
unaacredited,Bromley Schools' Collegiate (Beaverwood School for Girls),,,,25S,unaccredited,,,,school,Beaverwood Road,,,Chislehurst,,BR7 6HE,51.418866,0.088657,,"2021,2020,2019",2021,100022900922,51.418866,0.088657,updated,true,,,,
